"country_cl","year","age","trust_parliament","trust_government"
"France",2021,52,0,0
"France",2021,45,1,1
"France",2021,38,0,0
"France",2021,76,1,1
"France",2021,71,0,0
"France",2021,43,0,0
"France",2021,45,0,0
"France",2021,65,1,1
"France",2021,24,0,0
"France",2021,51,0,0
"France",2021,41,0,0
"France",2021,61,0,0
"France",2021,56,1,1
"France",2021,70,0,0
"France",2021,42,0,0
"France",2021,54,0,0
"France",2021,32,0,0
"France",2021,60,0,0
"France",2021,83,1,1
"France",2021,37,NA,NA
"France",2021,33,1,0
"France",2021,27,0,0
"France",2021,54,0,1
"France",2021,72,0,0
"France",2021,35,0,0
"France",2021,66,0,0
"France",2021,55,0,0
"France",2021,60,0,0
"France",2021,64,0,0
"France",2021,25,1,0
"France",2021,58,0,0
"France",2021,39,0,0
"France",2021,76,0,0
"France",2021,27,0,0
"France",2021,23,NA,1
"France",2021,19,1,1
"France",2021,20,0,0
"France",2021,76,1,1
"France",2021,30,0,0
"France",2021,33,1,0
"France",2021,58,0,0
"France",2021,56,0,0
"France",2021,32,1,1
"France",2021,49,1,1
"France",2021,29,0,0
"France",2021,32,0,0
"France",2021,72,0,0
"France",2021,72,1,1
"France",2021,88,0,0
"France",2021,67,0,0
"France",2021,16,NA,NA
"France",2021,68,0,0
"France",2021,68,1,1
"France",2021,52,0,0
"France",2021,72,1,1
"France",2021,74,1,1
"France",2021,31,1,1
"France",2021,76,NA,NA
"France",2021,67,NA,1
"France",2021,53,NA,NA
"France",2021,70,1,0
"France",2021,71,0,0
"France",2021,80,0,0
"France",2021,81,NA,1
"France",2021,69,0,0
"France",2021,73,0,0
"France",2021,19,1,1
"France",2021,72,1,1
"France",2021,46,0,0
"France",2021,59,0,0
"France",2021,50,1,1
"France",2021,48,1,0
"France",2021,89,0,0
"France",2021,75,0,0
"France",2021,68,1,1
"France",2021,21,0,0
"France",2021,45,0,0
"France",2021,72,0,0
"France",2021,22,0,0
"France",2021,46,0,0
"France",2021,22,0,0
"France",2021,51,NA,NA
"France",2021,20,NA,NA
"France",2021,31,NA,NA
"France",2021,73,0,1
"France",2021,49,NA,NA
"France",2021,36,0,0
"France",2021,74,0,0
"France",2021,66,1,1
"France",2021,68,1,1
"France",2021,60,0,0
"France",2021,64,1,1
"France",2021,60,0,0
"France",2021,22,0,0
"France",2021,43,0,0
"France",2021,62,0,0
"France",2021,52,1,1
"France",2021,62,NA,NA
"France",2021,50,0,1
"France",2021,25,NA,NA
"France",2021,29,0,0
"France",2021,34,0,1
"France",2021,59,0,0
"France",2021,84,0,0
"France",2021,47,1,1
"France",2021,50,0,0
"France",2021,28,0,0
"France",2021,43,0,0
"France",2021,46,1,1
"France",2021,53,0,0
"France",2021,24,1,0
"France",2021,67,0,0
"France",2021,82,1,1
"France",2021,70,NA,1
"France",2021,28,0,0
"France",2021,15,NA,0
"France",2021,49,1,1
"France",2021,64,0,0
"France",2021,47,NA,1
"France",2021,46,1,0
"France",2021,75,1,1
"France",2021,50,0,0
"France",2021,84,0,NA
"France",2021,33,0,0
"France",2021,65,0,0
"France",2021,36,0,0
"France",2021,26,0,0
"France",2021,23,0,0
"France",2021,74,0,0
"France",2021,54,0,0
"France",2021,48,1,1
"France",2021,87,NA,0
"France",2021,88,NA,NA
"France",2021,76,NA,NA
"France",2021,86,NA,NA
"France",2021,35,0,0
"France",2021,67,0,0
"France",2021,49,1,1
"France",2021,78,NA,NA
"France",2021,47,NA,0
"France",2021,24,0,0
"France",2021,59,NA,0
"France",2021,49,0,0
"France",2021,69,0,0
"France",2021,85,0,0
"France",2021,38,0,0
"France",2021,33,0,0
"France",2021,82,NA,1
"France",2021,71,0,0
"France",2021,35,0,0
"France",2021,85,1,1
"France",2021,83,NA,0
"France",2021,79,0,0
"France",2021,67,1,0
"France",2021,37,0,0
"France",2021,23,0,0
"France",2021,30,1,1
"France",2021,78,1,1
"France",2021,60,1,1
"France",2021,23,0,0
"France",2021,16,0,0
"France",2021,60,0,0
"France",2021,49,0,1
"France",2021,70,0,0
"France",2021,74,0,0
"France",2021,58,0,0
"France",2021,80,0,0
"France",2021,75,0,0
"France",2021,29,0,0
"France",2021,61,1,0
"France",2021,70,0,1
"France",2021,61,1,NA
"France",2021,65,1,1
"France",2021,70,0,0
"France",2021,28,1,1
"France",2021,63,0,0
"France",2021,67,0,0
"France",2021,79,1,1
"France",2021,79,0,0
"France",2021,53,NA,0
"France",2021,69,0,0
"France",2021,89,0,0
"France",2021,78,0,0
"France",2021,37,0,0
"France",2021,27,0,0
"France",2021,53,0,0
"France",2021,49,0,0
"France",2021,49,0,0
"France",2021,92,0,0
"France",2021,19,0,NA
"France",2021,49,0,0
"France",2021,73,1,0
"France",2021,33,1,1
"France",2021,34,0,0
"France",2021,69,1,1
"France",2021,68,1,1
"France",2021,52,0,0
"France",2021,48,0,0
"France",2021,59,1,1
"France",2021,56,0,0
"France",2021,63,1,1
"France",2021,58,0,0
"France",2021,54,0,0
"France",2021,68,0,0
"France",2021,26,0,0
"France",2021,37,1,1
"France",2021,62,1,1
"France",2021,49,1,1
"France",2021,40,0,0
"France",2021,85,NA,NA
"France",2021,70,0,0
"France",2021,53,0,0
"France",2021,31,0,0
"France",2021,20,NA,NA
"France",2021,29,0,0
"France",2021,63,1,0
"France",2021,50,0,0
"France",2021,52,0,0
"France",2021,56,NA,0
"France",2021,48,0,0
"France",2021,62,1,1
"France",2021,56,0,0
"France",2021,32,1,1
"France",2021,33,0,0
"France",2021,30,0,0
"France",2021,75,0,0
"France",2021,59,1,1
"France",2021,57,NA,0
"France",2021,54,0,0
"France",2021,27,0,NA
"France",2021,43,0,0
"France",2021,69,0,0
"France",2021,63,0,0
"France",2021,63,1,1
"France",2021,41,0,0
"France",2021,40,0,0
"France",2021,30,1,0
"France",2021,39,0,0
"France",2021,43,0,0
"France",2021,82,NA,1
"France",2021,40,0,0
"France",2021,67,0,0
"France",2021,49,1,1
"France",2021,65,0,0
"France",2021,49,0,0
"France",2021,73,1,1
"France",2021,84,NA,NA
"France",2021,63,1,1
"France",2021,24,1,1
"France",2021,77,0,0
"France",2021,22,1,1
"France",2021,56,0,0
"France",2021,68,0,0
"France",2021,67,NA,0
"France",2021,27,1,1
"France",2021,64,0,0
"France",2021,37,1,0
"France",2021,81,1,1
"France",2021,80,0,0
"France",2021,73,0,0
"France",2021,67,0,0
"France",2021,62,0,0
"France",2021,62,1,1
"France",2021,89,0,1
"France",2021,56,0,0
"France",2021,93,0,1
"France",2021,22,0,0
"France",2021,68,1,1
"France",2021,68,1,1
"France",2021,46,0,0
"France",2021,34,1,1
"France",2021,69,0,0
"France",2021,32,1,1
"France",2021,78,0,0
"France",2021,77,NA,0
"France",2021,78,0,0
"France",2021,61,0,0
"France",2021,17,0,0
"France",2021,17,NA,0
"France",2021,62,0,0
"France",2021,53,NA,0
"France",2021,82,1,1
"France",2021,47,0,0
"France",2021,42,0,NA
"France",2021,48,1,0
"France",2021,34,1,0
"France",2021,58,1,1
"France",2021,73,1,1
"France",2021,63,0,0
"France",2021,66,1,NA
"France",2021,61,0,0
"France",2021,53,1,0
"France",2021,20,0,0
"France",2021,62,0,0
"France",2021,43,1,1
"France",2021,25,0,0
"France",2021,21,NA,NA
"France",2021,28,NA,NA
"France",2021,74,NA,NA
"France",2021,20,1,1
"France",2021,51,0,NA
"France",2021,28,NA,0
"France",2021,25,1,0
"France",2021,26,0,0
"France",2021,66,0,0
"France",2021,71,0,0
"France",2021,62,1,1
"France",2021,32,0,0
"France",2021,42,0,0
"France",2021,42,0,0
"France",2021,62,1,1
"France",2021,49,1,1
"France",2021,74,1,0
"France",2021,78,0,0
"France",2021,38,1,1
"France",2021,48,0,1
"France",2021,35,0,0
"France",2021,43,0,0
"France",2021,65,1,0
"France",2021,66,NA,NA
"France",2021,84,0,0
"France",2021,34,0,0
"France",2021,42,1,1
"France",2021,70,1,NA
"France",2021,63,NA,NA
"France",2021,68,1,0
"France",2021,38,0,1
"France",2021,62,1,0
"France",2021,66,0,0
"France",2021,37,0,0
"France",2021,60,NA,NA
"France",2021,40,0,0
"France",2021,18,0,0
"France",2021,60,1,0
"France",2021,31,0,0
"France",2021,61,0,0
"France",2021,43,0,0
"France",2021,36,0,0
"France",2021,57,NA,1
"France",2021,16,1,1
"France",2021,77,1,1
"France",2021,15,0,0
"France",2021,56,1,0
"France",2021,20,0,0
"France",2021,68,0,0
"France",2021,63,1,0
"France",2021,56,0,0
"France",2021,62,0,0
"France",2021,44,0,0
"France",2021,52,0,0
"France",2021,65,0,0
"France",2021,58,0,0
"France",2021,57,0,0
"France",2021,18,0,0
"France",2021,42,0,0
"France",2021,20,1,1
"France",2021,30,0,1
"France",2021,27,0,0
"France",2021,57,0,0
"France",2021,49,NA,0
"France",2021,63,0,0
"France",2021,63,0,0
"France",2021,54,0,0
"France",2021,24,0,0
"France",2021,50,1,1
"France",2021,72,1,0
"France",2021,70,1,1
"France",2021,21,0,0
"France",2021,67,0,0
"France",2021,27,0,0
"France",2021,64,NA,NA
"France",2021,68,0,0
"France",2021,68,0,0
"France",2021,47,0,0
"France",2021,55,0,1
"France",2021,48,0,0
"France",2021,56,0,0
"France",2021,59,0,0
"France",2021,77,1,1
"France",2021,73,1,1
"France",2021,32,1,1
"France",2021,84,1,1
"France",2021,24,1,1
"France",2021,81,1,1
"France",2021,66,1,1
"France",2021,56,1,0
"France",2021,82,0,0
"France",2021,24,0,0
"France",2021,61,1,0
"France",2021,30,0,0
"France",2021,61,0,0
"France",2021,37,1,1
"France",2021,27,0,0
"France",2021,65,1,1
"France",2021,53,NA,NA
"France",2021,49,NA,NA
"France",2021,17,NA,NA
"France",2021,72,0,0
"France",2021,41,1,1
"France",2021,66,0,0
"France",2021,69,1,1
"France",2021,78,0,0
"France",2021,56,0,0
"France",2021,59,0,1
"France",2021,63,0,0
"France",2021,80,0,0
"France",2021,36,1,1
"France",2021,26,1,1
"France",2021,27,0,0
"France",2021,28,0,0
"France",2021,49,0,0
"France",2021,18,NA,0
"France",2021,49,0,0
"France",2021,53,NA,0
"France",2021,22,0,0
"France",2021,18,1,1
"France",2021,60,NA,NA
"France",2021,21,NA,1
"France",2021,82,1,1
"France",2021,77,1,1
"France",2021,44,1,0
"France",2021,59,0,0
"France",2021,38,1,1
"France",2021,20,0,0
"France",2021,44,0,0
"France",2021,59,1,0
"France",2021,32,0,0
"France",2021,26,1,0
"France",2021,57,0,0
"France",2021,44,0,0
"France",2021,53,1,0
"France",2021,76,0,0
"France",2021,24,0,0
"France",2021,69,0,0
"France",2021,59,0,0
"France",2021,34,0,0
"France",2021,18,0,0
"France",2021,64,1,1
"France",2021,55,0,0
"France",2021,53,0,0
"France",2021,50,0,0
"France",2021,64,1,1
"France",2021,56,1,0
"France",2021,67,0,0
"France",2021,82,1,1
"France",2021,15,NA,NA
"France",2021,30,0,0
"France",2021,63,1,1
"France",2021,61,0,0
"France",2021,70,0,0
"France",2021,80,0,0
"France",2021,46,0,0
"France",2021,59,0,0
"France",2021,70,0,0
"France",2021,73,0,0
"France",2021,63,0,0
"France",2021,82,1,1
"France",2021,52,0,0
"France",2021,68,NA,NA
"France",2021,55,NA,NA
"France",2021,68,0,0
"France",2021,43,0,0
"France",2021,58,1,1
"France",2021,64,NA,1
"France",2021,27,NA,NA
"France",2021,19,NA,NA
"France",2021,54,0,0
"France",2021,32,0,0
"France",2021,52,0,0
"France",2021,35,0,0
"France",2021,34,0,0
"France",2021,75,0,1
"France",2021,74,0,1
"France",2021,50,0,0
"France",2021,58,0,0
"France",2021,21,0,0
"France",2021,29,0,0
"France",2021,52,0,0
"France",2021,61,0,0
"France",2021,54,0,0
"France",2021,59,0,0
"France",2021,31,0,0
"France",2021,77,0,0
"France",2021,17,1,1
"France",2021,66,0,0
"France",2021,54,0,0
"France",2021,47,0,0
"France",2021,82,NA,1
"France",2021,48,0,0
"France",2021,64,0,0
"France",2021,75,1,1
"France",2021,42,0,0
"France",2021,23,0,1
"France",2021,33,0,0
"France",2021,55,0,0
"France",2021,54,0,0
"France",2021,39,1,1
"France",2021,23,NA,NA
"France",2021,27,1,1
"France",2021,40,NA,0
"France",2021,72,NA,0
"France",2021,57,1,1
"France",2021,84,1,1
"France",2021,72,1,1
"France",2021,69,0,0
"France",2021,77,0,0
"France",2021,55,0,0
"France",2021,72,0,0
"France",2021,83,0,0
"France",2021,77,1,1
"France",2021,67,0,0
"France",2021,18,0,0
"France",2021,66,0,0
"France",2021,71,0,0
"France",2021,25,0,0
"France",2021,30,0,0
"France",2021,19,1,0
"France",2021,22,0,0
"France",2021,23,0,0
"France",2021,74,0,0
"France",2021,63,1,NA
"France",2021,48,0,0
"France",2021,62,0,0
"France",2021,40,0,0
"France",2021,64,0,0
"France",2021,20,0,0
"France",2021,46,0,0
"France",2021,57,0,0
"France",2021,36,0,0
"France",2021,68,0,0
"France",2021,41,0,0
"France",2021,46,1,1
"France",2021,29,1,0
"France",2021,62,1,0
"France",2021,55,1,1
"France",2021,52,1,0
"France",2021,23,0,0
"France",2021,59,1,0
"France",2021,31,0,0
"France",2021,81,NA,0
"France",2021,37,0,0
"France",2021,73,1,1
"France",2021,45,NA,1
"France",2021,31,0,0
"France",2021,32,1,1
"France",2021,46,0,0
"France",2021,52,0,1
"France",2021,43,0,0
"France",2021,54,0,0
"France",2021,38,0,0
"France",2021,30,1,1
"France",2021,33,1,1
"France",2021,25,0,0
"France",2021,62,0,0
"France",2021,91,0,0
"France",2021,72,NA,NA
"France",2021,75,0,0
"France",2021,22,0,1
"France",2021,31,1,1
"France",2021,49,NA,1
"France",2021,25,1,1
"France",2021,54,NA,1
"France",2021,63,0,0
"France",2021,17,0,0
"France",2021,73,0,0
"France",2021,76,1,1
"France",2021,77,1,1
"France",2021,73,1,1
"France",2021,68,0,0
"France",2021,66,0,0
"France",2021,54,1,0
"France",2021,31,0,0
"France",2021,67,0,0
"France",2021,67,0,0
"France",2021,27,0,0
"France",2021,67,0,0
"France",2021,60,1,1
"France",2021,58,1,1
"France",2021,17,1,1
"France",2021,37,0,0
"France",2021,62,1,1
"France",2021,20,0,0
"France",2021,47,NA,NA
"France",2021,71,0,0
"France",2021,43,1,1
"France",2021,42,1,1
"France",2021,29,1,1
"France",2021,46,1,1
"France",2021,74,0,1
"France",2021,58,0,0
"France",2021,61,1,1
"France",2021,38,1,1
"France",2021,74,0,1
"France",2021,68,0,0
"France",2021,66,1,1
"France",2021,41,1,0
"France",2021,63,NA,NA
"France",2021,52,0,0
"France",2021,47,0,0
"France",2021,69,0,0
"France",2021,64,NA,NA
"France",2021,37,0,0
"France",2021,45,NA,NA
"France",2021,52,1,1
"France",2021,25,0,0
"France",2021,79,0,1
"France",2021,46,1,1
"France",2021,35,0,0
"France",2021,36,1,0
"France",2021,98,NA,1
"France",2021,64,1,1
"France",2021,37,NA,0
"France",2021,74,NA,NA
"France",2021,49,1,1
"France",2021,77,NA,NA
"France",2021,76,NA,1
"France",2021,67,0,0
"France",2021,70,0,0
"France",2021,73,0,0
"France",2021,35,0,0
"France",2021,50,0,0
"France",2021,33,0,0
"France",2021,65,0,0
"France",2021,41,0,0
"France",2021,19,0,0
"France",2021,53,0,0
"France",2021,68,0,0
"France",2021,83,0,NA
"France",2021,65,0,1
"France",2021,61,1,0
"France",2021,25,1,1
"France",2021,53,1,0
"France",2021,70,NA,0
"France",2021,93,0,0
"France",2021,64,0,0
"France",2021,50,1,0
"France",2021,50,0,0
"France",2021,37,1,1
"France",2021,38,0,0
"France",2021,68,0,0
"France",2021,23,0,0
"France",2021,40,0,0
"France",2021,67,0,0
"France",2021,40,0,0
